"sku","name","category","subcategory","price","currency","stock_quantity","materials","colors","dimensions_length","dimensions_width","dimensions_height","dimensions_unit","packaging_dimensions","min_doorway_clearance","assembly_required","weight_capacity","customization_options","bulk_discount_threshold","description","care_instructions","warranty_info","return_policy","shipping_info","permalink","image_urls"
"01-4781-2","Table Base, 7582PS, 3000-4140 X 800 X 700 mm 01-4781","Table","Table",0.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 3000-4140 X 800 X 700 mm 01-4781","","","","","https://leadingedge.com.bd/product/table-base-7582ps-3000-4140-x-800-x-700-mm-01-4781/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Victory-Table-Base-2.jpg"
"01-4782","Table Base, 7582PS, 1500-2200 X 850 X 710 mm","Table","Table",0.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1500-2200 X 850 X 710 mm 01-4782","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1500-2200-x-850-x-710-mm-01-4782/","https://leadingedge.com.bd/wp-content/uploads/2021/08/02-3.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/08/Director-Table-1-1.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/08/Director-Table-2-1.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/08/GuaoGuan-Table-Base.jpg"
"01-4782-1","Table Base, 7582PS, 1800-2700 X 850 X 710 mm 01-4782","Table","Table",0.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1800-2700 X 850 X 710 mm 01-4782","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1800-2700-x-850-x-710-mm-01-4782/","https://leadingedge.com.bd/wp-content/uploads/2021/08/GuaoGuan-Table-Base-1.jpg"
"01-4783","Table Base on Cabinet 1780 X 780 X 725 mm","Table","Table",11000.0,"BDT",5,"Aluminium","Grey",70.1,30.7,28.5,"inches","73 x 34 x 32 inches","28 inches","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base on Cabinet, 1780 X 780 X 725 mm, Sand Dark Grey + Aluminum 01-4783","","","","","https://leadingedge.com.bd/product/table-base-on-cabinet-1780-x-780-x-725-mm-sand-dark-grey-aluminum-01-4783/","https://leadingedge.com.bd/wp-content/uploads/2021/06/25.jpg"
"01-4784","Table Base, 7582PS, 1500-2200 X 800 X 710 mm","Table","Table",1.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1500-2200 X 800 X 710 mm 01-4784","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1500-2200-x-800-x-710-mm-01-4784/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Yuheng-Table-base-2.jpg"
"01-4784-1","Table Base, 7582PS, 1800-2700 X 800 X 710 mm 01-4784","Table","Table",1.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1800-2700 X 800 X 710 mm 01-4784","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1800-2700-x-800-x-710-mm-01-4784/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Yuheng-Table-base-1.jpg"
"01-4784-2","Table Base, 7582PS, 3000-4140 X 800 X 710 mm 01-4784","Table","Table",1.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 3000-4140 X 800 X 710 mm 01-4784","","","","","https://leadingedge.com.bd/product/table-base-7582ps-3000-4140-x-800-x-710-mm-01-4784/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Yuheng-Table-Base.jpg"
"01-4785","Table Base 1980*980*725 S.Dark Grey+Chrome","Table","Table",47850.0,"BDT",5,"Metal","Chrome, Grey",78.0,38.6,28.5,"inches","81 x 42 x 32 inches","28 inches","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Item Name: Mini Meeting Desk Model No: 01-4785 Type: Standard Desk Style: Modern Table Frame Size: 1980*980*725 mm Materials: Metal This Price Only for Table Frame","","","","","https://leadingedge.com.bd/product/table-base-1980980725-s-dark-greychrome-01-4785/","https://leadingedge.com.bd/wp-content/uploads/2022/08/258.jpg"
"01-4785-M","Modern Office Table base, 1780X780X725mm, S.White + Chrome 01-4785","Table","Table",0.0,"BDT",5,"","Chrome, White","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","A smart office table is an ideal storage place for monitor, printer, scanner, telephone, game console. It is an efficient use of space in a cubicle or cramped office, providing a large working surface in a small footprint. This executive table fits perfectly into any tight space in your office or home which allows you to take full advantage of your abode office workspace! Perfect for office staff, game players, designers and even students, offering you an efficient and inspiring working environment at office or at home","","","","","https://leadingedge.com.bd/product/table-base-1780x780x725mm-s-white-chrome/","https://leadingedge.com.bd/wp-content/uploads/2021/04/4.1.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/04/3.1.jpg"
"01-4785-MC","Modern Office Table base on Cabinet, 1780X780X725mm, S. Dark grey + Chrome 01-4785","Table","Table",0.0,"BDT",5,"","Chrome, Grey","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","A smart office table is an ideal storage place for monitor, printer, scanner, telephone, game console. It is an efficient use of space in a cubicle or cramped office, providing a large working surface in a small footprint. This executive table fits perfectly into any tight space in your office or home which allows you to take full advantage of your abode office workspace! Perfect for office staff, game players, designers and even students, offering you an efficient and inspiring working environment at office or at home","","","","","https://leadingedge.com.bd/product/8789/","https://leadingedge.com.bd/wp-content/uploads/2021/04/3-1.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/04/Table-Frame.jpg"
"01-4785R","Discussion Table Base, Φ1000 X 725 mm, S.White + Chrome 01-4785","Table","Table",0.0,"BDT",5,"","Chrome, White",39.4,39.4,"","inches","41 x 41 x 2 inches","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Discussion Table Base, Φ1000 X 725 mm, S.White + Chrome 01-4785 Leading Edge is offering a highly attractive range of Discussion Table with high-quality raw materials and superior finishing. Its elegant looks &amp; reliable features are highly demanded by architects and interior designers for homes, Restaurants, and hotels.","","","","","https://leadingedge.com.bd/product/discussion-table-base-%cf%861000-x-725-mm-s-white-chrome-01-4785/","https://leadingedge.com.bd/wp-content/uploads/2021/06/7.2.jpg"
"01-4786","Table Base, 7582PS, 1500-2200 X 900 X 710 mm","Table","Table",0.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1500-2200 X 900 X 710 mm 01-4786","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1500-2200900710mm-01-4786/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Boya.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/08/Boya-3.jpg"
"01-4786-1","Table Base, 7582PS, 1800-2700 X 900 X 710 mm 01-4786","Table","Table",0.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1800-2700 X 900 X 710 mm 01-4786","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1800-2700900710mm-01-4786/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Boya-1.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/08/Boya-3.jpg"
"01-4786-2","Table Base, 7582PS, 3000-4140 X 900 X 710 mm 01-4786","Table","Table",0.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 3000-4140 X 900 X 710 mm 01-4786","","","","","https://leadingedge.com.bd/product/table-base-7582ps-3000-4140900710mm-01-4786/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Boya-2.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/08/Boya-3.jpg"
"01-4787","Table Base, 7582PS, 1500-2200 X 740 X 710 mm","Table","Table",1.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1500-2200 X 740 X 710 mm 01-4787","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1500-2200740710mm-01-4787/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Zhuoyi.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/08/Modern-Luxury-CEO-manager-modern-office-desk-for-office-furniture-L-shaped-design.jpg"
"01-4787-1","Table Base, 7582PS, 1800-2700 X 740 X 710 mm 01-4787","Table","Table",1.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1800-2700 X 740 X 710 mm 01-4787","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1800-2700740710mm-01-4787/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Zhuoyi-1.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/08/Modern-Luxury-CEO-manager-modern-office-desk-for-office-furniture-L-shaped-design.jpg"
"01-4787-2","Table Base, 7582PS, 3000-4140 X 740 X 710 mm 01-4787","Table","Table",1.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 3000-4140 X 740 X 710 mm 01-4787","","","","","https://leadingedge.com.bd/product/table-base-7582ps-3000-4140740710mm-01-4787/","https://leadingedge.com.bd/wp-content/uploads/2021/08/Zhuoyi-2.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/08/Modern-Luxury-CEO-manager-modern-office-desk-for-office-furniture-L-shaped-design.jpg"
"01-4788","Table Base, 7582PS, 1500-2200 X 800 X 710 mm","Table","Table",1.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1500-2200 X 800 X 710 mm 01-4788","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1500-2200800710mm-01-4788/",""
"01-4788-1","Table Base, 7582PS, 1800-2700 X 800 X 710 mm 01-4788","Table","Table",1.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 1800-2700 X 800 X 710 mm 01-4788","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1800-2700800710mm-01-4788/",""
"01-4788-2","Table Base, 7582PS, 3000-4140 X 800 X 710 mm 01-4788","Table","Table",0.0,"BDT",5,"","","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","Table Base, 7582PS, 3000-4140 X 800 X 710 mm 01-4788","","","","","https://leadingedge.com.bd/product/table-base-7582ps-3000-4140800710mm-01-4788/",""
"01-4789","Table Base, 7582PS, 1500-2200 X 740 X 710 mm","Table","Table",0.0,"BDT",5,"Metal","Yellow","","","","inches","","","Yes - Leg/frame assembly required. Tools and guide included. Delivery team will assemble.","100 kg","","","QUCHENGE-2B Item Name: Table Base Model No: 01-4789 Frame Size: L 1500-2200 X W 740 X 710 mm Color: PS7582 (Light Yellow) Material: Metal Top Size: L 2400 X W 1800 mm Weight: 19 kg","","","","","https://leadingedge.com.bd/product/table-base-7582ps-1500-2200740710mm-01-4789/","https://leadingedge.com.bd/wp-content/uploads/2022/09/Quchange1-copy.jpg"
